kx  E  alpha(eV.A)  gap_meV
2.160000000000000028e-03 2.399999999999999911e+00 7.375360799715220683e-02 3.186155865475309952e+02
2.160000000000000028e-03 2.999999999999999556e+00 8.668186526372685663e-02 3.744656579395179961e+02
2.160000000000000028e-03 3.599999999999999645e+00 9.678071716774404309e-02 4.180926981647760954e+02
2.160000000000000028e-03 4.199999999999999289e+00 1.040856182483709258e-01 4.496498708332595697e+02
2.160000000000000028e-03 4.799999999999999822e+00 1.088289742818224493e-01 4.701411688977780159e+02
2.160000000000000028e-03 5.399999999999998579e+00 1.113769295656252406e-01 4.811483357244385388e+02
2.160000000000000028e-03 5.999999999999999112e+00 1.121558336009116918e-01 4.845132011558062004e+02
2.160000000000000028e-03 6.599999999999999645e+00 1.115906985220345149e-01 4.820718176148652674e+02
2.160000000000000028e-03 7.199999999999999289e+00 1.100650631630062104e-01 4.754810728645475706e+02
2.160000000000000028e-03 7.799999999999998934e+00 1.079015294372896033e-01 4.661346071678021303e+02
2.160000000000000028e-03 8.399999999999998579e+00 1.053574536723969890e-01 4.551441998659755654e+02
2.160000000000000028e-03 9.000000000000000000e+00 1.026296333505989922e-01 4.433600160750617079e+02
2.160000000000000028e-03 9.599999999999999645e+00 9.986315512889720747e-02 4.314088301545227182e+02
2.160000000000000028e-03 1.019999999999999929e+01 9.716130317270252337e-02 4.197368297039622007e+02
2.160000000000000028e-03 1.079999999999999716e+01 9.459485258012891029e-02 4.086497631480001473e+02
2.160000000000000028e-03 1.140000000000000036e+01 9.221002433124940445e-02 3.983473051130808926e+02
2.160000000000000028e-03 1.199999999999999822e+01 9.003492702134550940e-02 3.889508847308848090e+02
2.240000000000000237e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.240000000000000237e-03 5.999999999999999778e-01 2.070512511330411740e-02 9.275896050789292246e+01
2.240000000000000237e-03 1.199999999999999956e+00 4.033246325058943704e-02 1.806894353625935707e+02
2.240000000000000237e-03 1.799999999999999822e+00 5.818066908273191590e-02 2.606493974906452991e+02
2.240000000000000237e-03 2.399999999999999911e+00 7.375360799715457993e-02 3.304161638271637003e+02
2.240000000000000237e-03 2.999999999999999556e+00 8.668186526372245737e-02 3.883347563814216414e+02
2.240000000000000237e-03 3.599999999999999645e+00 9.678071716774169775e-02 4.335776129110770398e+02
2.240000000000000237e-03 4.199999999999999289e+00 1.040856182483748255e-01 4.663035697530758057e+02
2.240000000000000237e-03 4.799999999999999822e+00 1.088289742818166761e-01 4.875538047823396823e+02
2.240000000000000237e-03 5.399999999999998579e+00 1.113769295656215907e-01 4.989686444538364753e+02
2.240000000000000237e-03 5.999999999999999112e+00 1.121558336009074175e-01 5.024581345310016900e+02
2.240000000000000237e-03 6.599999999999999645e+00 1.115906985220323638e-01 4.999263293792022296e+02
2.240000000000000237e-03 7.199999999999999289e+00 1.100650631629986331e-01 4.930914829686799976e+02
2.240000000000000237e-03 7.799999999999998934e+00 1.079015294372902833e-01 4.833988518792159539e+02
2.240000000000000237e-03 8.399999999999998579e+00 1.053574536723995841e-01 4.720013924534443959e+02
2.240000000000000237e-03 9.000000000000000000e+00 1.026296333505956337e-01 4.597807574108214794e+02
2.240000000000000237e-03 9.599999999999999645e+00 9.986315512890145407e-02 4.473869349799208521e+02
2.240000000000000237e-03 1.019999999999999929e+01 9.716130317270858796e-02 4.352826382165164887e+02
2.240000000000000237e-03 1.079999999999999716e+01 9.459485258013018705e-02 4.237849395611198702e+02
2.240000000000000237e-03 1.140000000000000036e+01 9.221002433124593500e-02 4.131009090021508996e+02
2.240000000000000237e-03 1.199999999999999822e+01 9.003492702134481551e-02 4.033564730559213558e+02
2.320000000000000014e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.320000000000000014e-03 5.999999999999999778e-01 2.070512511330458924e-02 9.607178052579816097e+01
2.320000000000000014e-03 1.199999999999999956e+00 4.033246325058771620e-02 1.871426294827297738e+02
2.320000000000000014e-03 1.799999999999999822e+00 5.818066908273317184e-02 2.699583045438797626e+02
2.320000000000000014e-03 2.399999999999999911e+00 7.375360799715671711e-02 3.422167411068462570e+02
2.320000000000000014e-03 2.999999999999999556e+00 8.668186526372266554e-02 4.022038548236236011e+02
2.320000000000000014e-03 3.599999999999999645e+00 9.678071716774866440e-02 4.490625276593121384e+02
2.320000000000000014e-03 4.199999999999999289e+00 1.040856182483689829e-01 4.829572686727220798e+02
2.320000000000000014e-03 4.799999999999999822e+00 1.088289742818199374e-01 5.049664406679213471e+02
2.320000000000000014e-03 5.399999999999998579e+00 1.113769295656220626e-01 5.167889531843272835e+02
2.320000000000000014e-03 5.999999999999999112e+00 1.121558336009133433e-01 5.204030679079666015e+02
2.320000000000000014e-03 6.599999999999999645e+00 1.115906985220345565e-01 5.177808411422831796e+02
2.320000000000000014e-03 7.199999999999999289e+00 1.100650631630038789e-01 5.107018930773435272e+02
2.320000000000000014e-03 7.799999999999998934e+00 1.079015294372926842e-01 5.006630965882774831e+02
2.320000000000000014e-03 8.399999999999998579e+00 1.053574536724055932e-01 4.888585850421969781e+02
2.320000000000000014e-03 9.000000000000000000e+00 1.026296333505967856e-01 4.762014987458040878e+02
2.320000000000000014e-03 9.599999999999999645e+00 9.986315512889917811e-02 4.633650397990601846e+02
2.320000000000000014e-03 1.019999999999999929e+01 9.716130317270176009e-02 4.508284467208828232e+02
2.320000000000000014e-03 1.079999999999999716e+01 9.459485258012718945e-02 4.389201159717692917e+02
2.320000000000000014e-03 1.140000000000000036e+01 9.221002433124547704e-02 4.278545128953703625e+02
2.320000000000000014e-03 1.199999999999999822e+01 9.003492702134524572e-02 4.177620613810273653e+02
2.400000000000000223e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.400000000000000223e-03 5.999999999999999778e-01 2.070512511330424230e-02 9.938460054395494581e+01
2.400000000000000223e-03 1.199999999999999956e+00 4.033246325058973542e-02 1.935958236028516808e+02
2.400000000000000223e-03 1.799999999999999822e+00 5.818066908273172855e-02 2.792672115971245148e+02
2.400000000000000223e-03 2.399999999999999911e+00 7.375360799715731386e-02 3.540173183864494604e+02
2.400000000000000223e-03 2.999999999999999556e+00 8.668186526371970957e-02 4.160729532655966523e+02
2.400000000000000223e-03 3.599999999999999645e+00 9.678071716775323019e-02 4.645474424066452457e+02
2.400000000000000223e-03 4.199999999999999289e+00 1.040856182483689552e-01 4.996109675920526456e+02
2.400000000000000223e-03 4.799999999999999822e+00 1.088289742818212419e-01 5.223790765528611928e+02
2.400000000000000223e-03 5.399999999999998579e+00 1.113769295656199254e-01 5.346092619139750468e+02
2.400000000000000223e-03 5.999999999999999112e+00 1.121558336009137319e-01 5.383480012838906532e+02
2.400000000000000223e-03 6.599999999999999645e+00 1.115906985220351116e-01 5.356353529060928622e+02
2.400000000000000223e-03 7.199999999999999289e+00 1.100650631630044757e-01 5.283123031825515454e+02
2.400000000000000223e-03 7.799999999999998934e+00 1.079015294372940442e-01 5.179273412989349481e+02
2.400000000000000223e-03 8.399999999999998579e+00 1.053574536723990290e-01 5.057157776306719938e+02
2.400000000000000223e-03 9.000000000000000000e+00 1.026296333505972297e-01 4.926222400844781646e+02
2.400000000000000223e-03 9.599999999999999645e+00 9.986315512890082957e-02 4.793431446193513352e+02
2.400000000000000223e-03 1.019999999999999929e+01 9.716130317270280092e-02 4.663742552252769542e+02
2.400000000000000223e-03 1.079999999999999716e+01 9.459485258012705067e-02 4.540552923845003761e+02
2.400000000000000223e-03 1.140000000000000036e+01 9.221002433125091713e-02 4.426081167930029210e+02
2.400000000000000223e-03 1.199999999999999822e+01 9.003492702134260894e-02 4.321676497008875231e+02
2.480000000000000000e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.480000000000000000e-03 5.999999999999999778e-01 2.070512511330451638e-02 1.026974205618454477e+02
2.480000000000000000e-03 1.199999999999999956e+00 4.033246325058787579e-02 2.000490177229237077e+02
2.480000000000000000e-03 1.799999999999999822e+00 5.818066908273086812e-02 2.885761186503385716e+02
2.480000000000000000e-03 2.399999999999999911e+00 7.375360799715480198e-02 3.658178956658874199e+02
2.480000000000000000e-03 2.999999999999999556e+00 8.668186526372190226e-02 4.299420517077639374e+02
2.480000000000000000e-03 3.599999999999999645e+00 9.678071716774494515e-02 4.800323571520787596e+02
2.480000000000000000e-03 4.199999999999999289e+00 1.040856182483695241e-01 5.162646665121915248e+02
2.480000000000000000e-03 4.799999999999999822e+00 1.088289742818191463e-01 5.397917124376483571e+02
2.480000000000000000e-03 5.399999999999998579e+00 1.113769295656233532e-01 5.524295706450313901e+02
2.480000000000000000e-03 5.999999999999999112e+00 1.121558336009133017e-01 5.562929346607029402e+02
2.480000000000000000e-03 6.599999999999999645e+00 1.115906985220331410e-01 5.534898646684451933e+02
2.480000000000000000e-03 7.199999999999999289e+00 1.100650631630043091e-01 5.459227132888419192e+02
2.480000000000000000e-03 7.799999999999998934e+00 1.079015294372884654e-01 5.351915860090720116e+02
2.480000000000000000e-03 8.399999999999998579e+00 1.053574536724005278e-01 5.225729702157677821e+02
2.480000000000000000e-03 9.000000000000000000e+00 1.026296333505944403e-01 5.090429814167823679e+02
2.480000000000000000e-03 9.599999999999999645e+00 9.986315512889773482e-02 4.953212494386155527e+02
2.480000000000000000e-03 1.019999999999999929e+01 9.716130317270617323e-02 4.819200637379422574e+02
2.480000000000000000e-03 1.079999999999999716e+01 9.459485258012874376e-02 4.691904687987996567e+02
2.480000000000000000e-03 1.140000000000000036e+01 9.221002433124750319e-02 4.573617206835994580e+02
2.480000000000000000e-03 1.199999999999999822e+01 9.003492702134374692e-02 4.465732380242725981e+02
2.560000000000000209e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.560000000000000209e-03 5.999999999999999778e-01 2.070512511330416250e-02 1.060102405801418826e+02
2.560000000000000209e-03 1.199999999999999956e+00 4.033246325058851417e-02 2.065022118429944271e+02
2.560000000000000209e-03 1.799999999999999822e+00 5.818066908273095139e-02 2.978850257035968525e+02
2.560000000000000209e-03 2.399999999999999911e+00 7.375360799715480198e-02 3.776184729454654985e+02
2.560000000000000209e-03 2.999999999999999556e+00 8.668186526372381739e-02 4.438111501503978502e+02
2.560000000000000209e-03 3.599999999999999645e+00 9.678071716774400146e-02 4.955172718989799137e+02
2.560000000000000209e-03 4.199999999999999289e+00 1.040856182483737846e-01 5.329183654320252117e+02
2.560000000000000209e-03 4.799999999999999822e+00 1.088289742818221301e-01 5.572043483231814207e+02
2.560000000000000209e-03 5.399999999999998579e+00 1.113769295656237696e-01 5.702498793763513731e+02
2.560000000000000209e-03 5.999999999999999112e+00 1.121558336009087775e-01 5.742378680351489493e+02
2.560000000000000209e-03 6.599999999999999645e+00 1.115906985220301018e-01 5.713443764319772527e+02
2.560000000000000209e-03 7.199999999999999289e+00 1.100650631630047116e-01 5.635331233937931756e+02
2.560000000000000209e-03 7.799999999999998934e+00 1.079015294372901862e-01 5.524558307195906082e+02
2.560000000000000209e-03 8.399999999999998579e+00 1.053574536723988486e-01 5.394301628029313633e+02
2.560000000000000209e-03 9.000000000000000000e+00 1.026296333505962027e-01 5.254637227556785319e+02
2.560000000000000209e-03 9.599999999999999645e+00 9.986315512890106549e-02 5.112993542588928335e+02
2.560000000000000209e-03 1.019999999999999929e+01 9.716130317270328665e-02 4.974658722447788932e+02
2.560000000000000209e-03 1.079999999999999716e+01 9.459485258013011766e-02 4.843256452118083075e+02
2.560000000000000209e-03 1.140000000000000036e+01 9.221002433124789177e-02 4.721153245756948422e+02
2.560000000000000209e-03 1.199999999999999822e+01 9.003492702134760495e-02 4.609788263522374336e+02
2.640000000000000419e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.640000000000000419e-03 5.999999999999999778e-01 2.070512511330441577e-02 1.093230605983350898e+02
2.640000000000000419e-03 1.199999999999999956e+00 4.033246325058943704e-02 2.129554059629983840e+02
2.640000000000000419e-03 1.799999999999999822e+00 5.818066908273300530e-02 3.071939327568234717e+02
2.640000000000000419e-03 2.399999999999999911e+00 7.375360799715525995e-02 3.894190502248744110e+02
2.640000000000000419e-03 2.999999999999999556e+00 8.668186526371984835e-02 4.576802485923292352e+02
2.640000000000000419e-03 3.599999999999999645e+00 9.678071716774121203e-02 5.110021866455913369e+02
2.640000000000000419e-03 4.199999999999999289e+00 1.040856182483640424e-01 5.495720643510746868e+02
2.640000000000000419e-03 4.799999999999999822e+00 1.088289742818175920e-01 5.746169842082149444e+02
2.640000000000000419e-03 5.399999999999998579e+00 1.113769295656219932e-01 5.880701881057145783e+02
2.640000000000000419e-03 5.999999999999999112e+00 1.121558336009184365e-01 5.921828014139804282e+02
2.640000000000000419e-03 6.599999999999999645e+00 1.115906985220296299e-01 5.891988881952387374e+02
2.640000000000000419e-03 7.199999999999999289e+00 1.100650631630055026e-01 5.811435334988345858e+02
2.640000000000000419e-03 7.799999999999998934e+00 1.079015294372918238e-01 5.697200754292697411e+02
2.640000000000000419e-03 8.399999999999998579e+00 1.053574536724018323e-01 5.562873553899075887e+02
2.640000000000000419e-03 9.000000000000000000e+00 1.026296333505968272e-01 5.418844640919240874e+02
2.640000000000000419e-03 9.599999999999999645e+00 9.986315512890288348e-02 5.272774590824175220e+02
2.640000000000000419e-03 1.019999999999999929e+01 9.716130317270375849e-02 5.130116807521289957e+02
2.640000000000000419e-03 1.079999999999999716e+01 9.459485258012305386e-02 4.994608216221385533e+02
2.640000000000000419e-03 1.140000000000000036e+01 9.221002433125001507e-02 4.868689284697746871e+02
2.640000000000000419e-03 1.199999999999999822e+01 9.003492702134596737e-02 4.753844146737490064e+02
2.720000000000000195e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.720000000000000195e-03 5.999999999999999778e-01 2.070512511330442965e-02 1.126358806163860606e+02
2.720000000000000195e-03 1.199999999999999956e+00 4.033246325058856274e-02 2.194086000831063927e+02
2.720000000000000195e-03 1.799999999999999822e+00 5.818066908273080567e-02 3.165028398100522509e+02
2.720000000000000195e-03 2.399999999999999911e+00 7.375360799715685589e-02 4.012196275045253060e+02
2.720000000000000195e-03 2.999999999999999556e+00 8.668186526372435863e-02 4.715493470347827838e+02
2.720000000000000195e-03 3.599999999999999645e+00 9.678071716774376554e-02 5.264871013925496754e+02
2.720000000000000195e-03 4.199999999999999289e+00 1.040856182483676506e-01 5.662257632705197921e+02
2.720000000000000195e-03 4.799999999999999822e+00 1.088289742818185080e-01 5.920296200933421460e+02
2.720000000000000195e-03 5.399999999999998579e+00 1.113769295656262398e-01 6.058904968371421091e+02
2.720000000000000195e-03 5.999999999999999112e+00 1.121558336009078477e-01 6.101277347868930292e+02
2.720000000000000195e-03 6.599999999999999645e+00 1.115906985220320030e-01 6.070533999585625224e+02
2.720000000000000195e-03 7.199999999999999289e+00 1.100650631630056414e-01 5.987539436059022364e+02
2.720000000000000195e-03 7.799999999999998934e+00 1.079015294372901029e-01 5.869843201373389547e+02
2.720000000000000195e-03 8.399999999999998579e+00 1.053574536724015964e-01 5.731445479782784105e+02
2.720000000000000195e-03 9.000000000000000000e+00 1.026296333505916786e-01 5.583052054259629813e+02
2.720000000000000195e-03 9.599999999999999645e+00 9.986315512890100998e-02 5.432555639014319695e+02
2.720000000000000195e-03 1.019999999999999929e+01 9.716130317270861572e-02 5.285574892592293281e+02
2.720000000000000195e-03 1.079999999999999716e+01 9.459485258012735598e-02 5.145959980373537519e+02
2.720000000000000195e-03 1.140000000000000036e+01 9.221002433124471376e-02 5.016225323608014719e+02
2.720000000000000195e-03 1.199999999999999822e+01 9.003492702134584247e-02 4.897900029987300741e+02
2.800000000000000405e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000405e-03 5.999999999999999778e-01 2.070512511330383637e-02 1.159487006344803888e+02
2.800000000000000405e-03 1.199999999999999956e+00 4.033246325058899989e-02 2.258617942032933570e+02
2.800000000000000405e-03 1.799999999999999822e+00 5.818066908273274163e-02 3.258117468632980831e+02
2.800000000000000405e-03 2.399999999999999911e+00 7.375360799715459381e-02 4.130202047840166415e+02
2.800000000000000405e-03 2.999999999999999556e+00 8.668186526371859935e-02 4.854184454768078467e+02
2.800000000000000405e-03 3.599999999999999645e+00 9.678071716774634681e-02 5.419720161394907336e+02
2.800000000000000405e-03 4.199999999999999289e+00 1.040856182483744924e-01 5.828794621913317542e+02
2.800000000000000405e-03 4.799999999999999822e+00 1.088289742818208256e-01 6.094422559782923372e+02
2.800000000000000405e-03 5.399999999999998579e+00 1.113769295656221736e-01 6.237108055671889133e+02
2.800000000000000405e-03 5.999999999999999112e+00 1.121558336009079171e-01 6.280726681643644724e+02
2.800000000000000405e-03 6.599999999999999645e+00 1.115906985220366382e-01 6.249079117244052668e+02
2.800000000000000405e-03 7.199999999999999289e+00 1.100650631630047116e-01 6.163643537130392360e+02
2.800000000000000405e-03 7.799999999999998934e+00 1.079015294372889094e-01 6.042485648414321986e+02
2.800000000000000405e-03 8.399999999999998579e+00 1.053574536723976551e-01 5.900017405647273563e+02
2.800000000000000405e-03 9.000000000000000000e+00 1.026296333505936215e-01 5.747259467611121408e+02
2.800000000000000405e-03 9.599999999999999645e+00 9.986315512890091284e-02 5.592336687219312807e+02
2.800000000000000405e-03 1.019999999999999929e+01 9.716130317270317562e-02 5.441032977660381675e+02
2.800000000000000405e-03 1.079999999999999716e+01 9.459485258012784170e-02 5.297311744490579031e+02
2.800000000000000405e-03 1.140000000000000036e+01 9.221002433124814157e-02 5.163761362568797040e+02
2.800000000000000405e-03 1.199999999999999822e+01 9.003492702134378856e-02 5.041955913146767330e+02
2.880000000000000181e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.880000000000000181e-03 5.999999999999999778e-01 2.070512511330456842e-02 1.192615206525955358e+02
2.880000000000000181e-03 1.199999999999999956e+00 4.033246325059020726e-02 2.323149883232972854e+02
2.880000000000000181e-03 1.799999999999999822e+00 5.818066908273317184e-02 3.351206539165166305e+02
2.880000000000000181e-03 2.399999999999999911e+00 7.375360799715695304e-02 4.248207820636723113e+02
2.880000000000000181e-03 2.999999999999999556e+00 8.668186526372520517e-02 4.992875439190775069e+02
2.880000000000000181e-03 3.599999999999999645e+00 9.678071716774153121e-02 5.574569308857760461e+02
2.880000000000000181e-03 4.199999999999999289e+00 1.040856182483672759e-01 5.995331611100447162e+02
2.880000000000000181e-03 4.799999999999999822e+00 1.088289742818124434e-01 6.268548918628540605e+02
2.880000000000000181e-03 5.399999999999998579e+00 1.113769295656237696e-01 6.415311142973500864e+02
2.880000000000000181e-03 5.999999999999999112e+00 1.121558336009173679e-01 6.460176015419885971e+02
2.880000000000000181e-03 6.599999999999999645e+00 1.115906985220338210e-01 6.427624234864107393e+02
2.880000000000000181e-03 7.199999999999999289e+00 1.100650631630029075e-01 6.339747638178239413e+02
2.880000000000000181e-03 7.799999999999998934e+00 1.079015294372911854e-01 6.215128095601735367e+02
2.880000000000000181e-03 8.399999999999998579e+00 1.053574536723950184e-01 6.068589331512247327e+02
2.880000000000000181e-03 9.000000000000000000e+00 1.026296333505961195e-01 5.911466880996890723e+02
2.880000000000000181e-03 9.599999999999999645e+00 9.986315512889924750e-02 5.752117735433743064e+02
2.880000000000000181e-03 1.019999999999999929e+01 9.716130317270324501e-02 5.596491062748731338e+02
2.880000000000000181e-03 1.079999999999999716e+01 9.459485258013360098e-02 5.448663508694079383e+02
2.880000000000000181e-03 1.140000000000000036e+01 9.221002433124216024e-02 5.311297401478509528e+02
2.880000000000000181e-03 1.199999999999999822e+01 9.003492702134716086e-02 5.186011796432244410e+02
2.960000000000000391e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.960000000000000391e-03 5.999999999999999778e-01 2.070512511330391270e-02 1.225743406708303809e+02
2.960000000000000391e-03 1.199999999999999956e+00 4.033246325058918030e-02 2.387681824434343696e+02
2.960000000000000391e-03 1.799999999999999822e+00 5.818066908273242244e-02 3.444295609697615532e+02
2.960000000000000391e-03 2.399999999999999911e+00 7.375360799715323379e-02 4.366213593430018705e+02
2.960000000000000391e-03 2.999999999999999556e+00 8.668186526372415046e-02 5.131566423611510572e+02
2.960000000000000391e-03 3.599999999999999645e+00 9.678071716774482025e-02 5.729418456330917024e+02
2.960000000000000391e-03 4.199999999999999289e+00 1.040856182483685943e-01 6.161868600303571384e+02
2.960000000000000391e-03 4.799999999999999822e+00 1.088289742818171202e-01 6.442675277484842127e+02
2.960000000000000391e-03 5.399999999999998579e+00 1.113769295656202030e-01 6.593514230271990755e+02
2.960000000000000391e-03 5.999999999999999112e+00 1.121558336009102624e-01 6.639625349170730715e+02
2.960000000000000391e-03 6.599999999999999645e+00 1.115906985220348063e-01 6.606169352509281225e+02
2.960000000000000391e-03 7.199999999999999289e+00 1.100650631630087084e-01 6.515851739255507482e+02
2.960000000000000391e-03 7.799999999999998934e+00 1.079015294372881045e-01 6.387770542681525967e+02
2.960000000000000391e-03 8.399999999999998579e+00 1.053574536723950600e-01 6.237161257394221821e+02
2.960000000000000391e-03 9.000000000000000000e+00 1.026296333506007963e-01 6.075674294374472311e+02
2.960000000000000391e-03 9.599999999999999645e+00 9.986315512890453494e-02 5.911898783647617392e+02
2.960000000000000391e-03 1.019999999999999929e+01 9.716130317270287031e-02 5.751949147838192857e+02
2.960000000000000391e-03 1.079999999999999716e+01 9.459485258013458631e-02 5.600015272832215487e+02
2.960000000000000391e-03 1.140000000000000036e+01 9.221002433124546316e-02 5.458833440407512398e+02
2.960000000000000391e-03 1.199999999999999822e+01 9.003492702134502368e-02 5.330067679683996857e+02
3.040000000000000167e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.040000000000000167e-03 5.999999999999999778e-01 2.070512511330431168e-02 1.258871606887781240e+02
3.040000000000000167e-03 1.199999999999999956e+00 4.033246325058828519e-02 2.452213765636438723e+02
3.040000000000000167e-03 1.799999999999999822e+00 5.818066908273159671e-02 3.537384680229866945e+02
3.040000000000000167e-03 2.399999999999999911e+00 7.375360799715589832e-02 4.484219366227650880e+02
3.040000000000000167e-03 2.999999999999999556e+00 8.668186526372402556e-02 5.270257408034849504e+02
3.040000000000000167e-03 3.599999999999999645e+00 9.678071716774279409e-02 5.884267603801195037e+02
3.040000000000000167e-03 4.199999999999999289e+00 1.040856182483702042e-01 6.328405589508777211e+02
3.040000000000000167e-03 4.799999999999999822e+00 1.088289742818179529e-01 6.616801636335593457e+02
3.040000000000000167e-03 5.399999999999998579e+00 1.113769295656227704e-01 6.771717317577974882e+02
3.040000000000000167e-03 5.999999999999999112e+00 1.121558336009085555e-01 6.819074682923309183e+02
3.040000000000000167e-03 6.599999999999999645e+00 1.115906985220338765e-01 6.784714470132665838e+02
3.040000000000000167e-03 7.199999999999999289e+00 1.100650631630037679e-01 6.691955840309738051e+02
3.040000000000000167e-03 7.799999999999998934e+00 1.079015294372873690e-01 6.560412989781785882e+02
3.040000000000000167e-03 8.399999999999998579e+00 1.053574536723972943e-01 6.405733183268563380e+02
3.040000000000000167e-03 9.000000000000000000e+00 1.026296333505961472e-01 6.239881707726934792e+02
3.040000000000000167e-03 9.599999999999999645e+00 9.986315512890031609e-02 6.071679831835680261e+02
3.040000000000000167e-03 1.019999999999999929e+01 9.716130317270232908e-02 5.907407232876026910e+02
3.040000000000000167e-03 1.079999999999999716e+01 9.459485258012910458e-02 5.751367036880005799e+02
3.040000000000000167e-03 1.140000000000000036e+01 9.221002433124679543e-02 5.606369479320972005e+02
3.040000000000000167e-03 1.199999999999999822e+01 9.003492702134428816e-02 5.474123562893284998e+02
3.120000000000000377e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.120000000000000377e-03 5.999999999999999778e-01 2.070512511330411740e-02 1.291999807070233715e+02
3.120000000000000377e-03 1.199999999999999956e+00 4.033246325058916643e-02 2.516745706836040029e+02
3.120000000000000377e-03 1.799999999999999822e+00 5.818066908273296367e-02 3.630473750762433269e+02
3.120000000000000377e-03 2.399999999999999911e+00 7.375360799715698079e-02 4.602225139022793883e+02
3.120000000000000377e-03 2.999999999999999556e+00 8.668186526372086143e-02 5.408948392454839222e+02
3.120000000000000377e-03 3.599999999999999645e+00 9.678071716774147570e-02 6.039116751266234360e+02
3.120000000000000377e-03 4.199999999999999289e+00 1.040856182483721748e-01 6.494942578697538238e+02
3.120000000000000377e-03 4.799999999999999822e+00 1.088289742818170369e-01 6.790927995173092313e+02
3.120000000000000377e-03 5.399999999999998579e+00 1.113769295656304725e-01 6.949920404899536379e+02
3.120000000000000377e-03 5.999999999999999112e+00 1.121558336009123302e-01 6.998524016688865004e+02
3.120000000000000377e-03 6.599999999999999645e+00 1.115906985220325442e-01 6.963259587769582595e+02
3.120000000000000377e-03 7.199999999999999289e+00 1.100650631630060994e-01 6.868059941377638324e+02
3.120000000000000377e-03 7.799999999999998934e+00 1.079015294372922262e-01 6.733055436873719373e+02
3.120000000000000377e-03 8.399999999999998579e+00 1.053574536724015270e-01 6.574305109165803742e+02
3.120000000000000377e-03 9.000000000000000000e+00 1.026296333505969105e-01 6.404089121090778463e+02
3.120000000000000377e-03 9.599999999999999645e+00 9.986315512889638868e-02 6.231460880031652323e+02
3.120000000000000377e-03 1.019999999999999929e+01 9.716130317270406380e-02 6.062865317978255462e+02
3.120000000000000377e-03 1.079999999999999716e+01 9.459485258012412245e-02 5.902718800984835070e+02
3.120000000000000377e-03 1.140000000000000036e+01 9.221002433124571296e-02 5.753905518268848027e+02
3.120000000000000377e-03 1.199999999999999822e+01 9.003492702134528736e-02 5.618179446144066560e+02
3.200000000000000153e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000153e-03 5.999999999999999778e-01 2.070512511330404454e-02 1.325128007251819042e+02
3.200000000000000153e-03 1.199999999999999956e+00 4.033246325058850029e-02 2.581277648037388985e+02
3.200000000000000153e-03 1.799999999999999822e+00 5.818066908273056975e-02 3.723562821294900118e+02
3.200000000000000153e-03 2.399999999999999911e+00 7.375360799715481586e-02 4.720230911817446895e+02
3.200000000000000153e-03 2.999999999999999556e+00 8.668186526372233247e-02 5.547639376875731614e+02
3.200000000000000153e-03 3.599999999999999645e+00 9.678071716774637456e-02 6.193965898737604903e+02
3.200000000000000153e-03 4.199999999999999289e+00 1.040856182483666514e-01 6.661479567888310385e+02
3.200000000000000153e-03 4.799999999999999822e+00 1.088289742818167316e-01 6.965054354028179660e+02
3.200000000000000153e-03 5.399999999999998579e+00 1.113769295656240194e-01 7.128123492206768788e+02
3.200000000000000153e-03 5.999999999999999112e+00 1.121558336009138013e-01 7.177973350457889410e+02
3.200000000000000153e-03 6.599999999999999645e+00 1.115906985220360692e-01 7.141804705417323476e+02
3.200000000000000153e-03 7.199999999999999289e+00 1.100650631630054332e-01 7.044164042422848979e+02
3.200000000000000153e-03 7.799999999999998934e+00 1.079015294372911715e-01 6.905697883972661657e+02
3.200000000000000153e-03 8.399999999999998579e+00 1.053574536724018601e-01 6.742877035055480519e+02
3.200000000000000153e-03 9.000000000000000000e+00 1.026296333505973130e-01 6.568296534442686152e+02
3.200000000000000153e-03 9.599999999999999645e+00 9.986315512890089896e-02 6.391241928248720114e+02
3.200000000000000153e-03 1.019999999999999929e+01 9.716130317270249561e-02 6.218323403062441912e+02
3.200000000000000153e-03 1.079999999999999716e+01 9.459485258012700903e-02 6.054070565134767321e+02
3.200000000000000153e-03 1.140000000000000036e+01 9.221002433124732278e-02 5.901441557206870812e+02
3.200000000000000153e-03 1.199999999999999822e+01 9.003492702134556491e-02 5.762235329377224389e+02
3.280000000000000363e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
