kx  E  alpha(eV.A)  gap_meV_2nd
3.280000000000000363e-03 1.000000000000000000e+00 4.437916620881431420e-03 2.911273303298224491e+01
3.280000000000000363e-03 1.500000000000000222e+00 5.550767174143064406e-03 3.641303266237790837e+01
3.280000000000000363e-03 2.000000000000000000e+00 6.401006786663402705e-03 4.199060452051394066e+01
3.280000000000000363e-03 2.500000000000000000e+00 7.078797483232182088e-03 4.643691149000192553e+01
3.280000000000000363e-03 3.000000000000000444e+00 7.633942743595939495e-03 5.007866439798308278e+01
3.280000000000000363e-03 3.500000000000000000e+00 8.097259323945728629e-03 5.311802116508140870e+01
3.280000000000000363e-03 4.000000000000000000e+00 8.489280330646560568e-03 5.568967896903836845e+01
3.280000000000000363e-03 4.500000000000000000e+00 8.824426186484440535e-03 5.788823578334323372e+01
3.280000000000000363e-03 5.000000000000000000e+00 9.113233010651920415e-03 5.978280854986722659e+01
3.280000000000000363e-03 5.500000000000000000e+00 9.363640642141660489e-03 6.142548261244689911e+01
3.280000000000000363e-03 6.000000000000000888e+00 9.581783186837434380e-03 6.285649770564061356e+01
3.280000000000000363e-03 6.500000000000000888e+00 9.772497819299444041e-03 6.410758569459773071e+01
3.280000000000000363e-03 7.000000000000000000e+00 9.939665131134289497e-03 6.520420326021347535e+01
3.280000000000000363e-03 7.500000000000000000e+00 1.008644420594066032e-02 6.616707399095811581e+01
3.280000000000000363e-03 8.000000000000000000e+00 1.021543943353810102e-02 6.701328268400585841e+01
3.280000000000000363e-03 8.500000000000000000e+00 1.032882165844186025e-02 6.775707007937448623e+01
3.280000000000000363e-03 9.000000000000000000e+00 1.042841794751949054e-02 6.841042173573453056e+01
3.280000000000000363e-03 9.500000000000000000e+00 1.051577928448983734e-02 6.898351210624097973e+01
3.280000000000000363e-03 1.000000000000000000e+01 1.059223241731223342e-02 6.948504465754956527e+01
3.360000000000000139e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.360000000000000139e-03 5.000000000000000000e-01 2.861452909293277832e-03 1.922896355045170580e+01
3.360000000000000139e-03 1.000000000000000000e+00 4.437916620882755014e-03 2.982279969233238859e+01
3.360000000000000139e-03 1.500000000000000222e+00 5.550767174143146805e-03 3.730115541024196801e+01
3.360000000000000139e-03 2.000000000000000000e+00 6.401006786663148568e-03 4.301476560637784985e+01
3.360000000000000139e-03 2.500000000000000000e+00 7.078797483232696433e-03 4.756951908732425238e+01
3.360000000000000139e-03 3.000000000000000444e+00 7.633942743595105961e-03 5.130009523696132590e+01
3.360000000000000139e-03 3.500000000000000000e+00 8.097259323945768528e-03 5.441358265691198426e+01
3.360000000000000139e-03 4.000000000000000000e+00 8.489280330645762596e-03 5.704796382193649862e+01
3.360000000000000139e-03 4.500000000000000000e+00 8.824426186484364207e-03 5.930014397317884089e+01
3.360000000000000139e-03 5.000000000000000000e+00 9.113233010651793781e-03 6.124092583158213898e+01
3.360000000000000139e-03 5.500000000000000000e+00 9.363640642141747225e-03 6.292366511519153960e+01
3.360000000000000139e-03 6.000000000000000888e+00 9.581783186837470809e-03 6.438958301555052799e+01
3.360000000000000139e-03 6.500000000000000888e+00 9.772497819299202915e-03 6.567118534567956090e+01
3.360000000000000139e-03 7.000000000000000000e+00 9.939665131134268680e-03 6.679454968121223146e+01
3.360000000000000139e-03 7.500000000000000000e+00 1.008644420594064471e-02 6.778090506388834058e+01
3.360000000000000139e-03 8.000000000000000000e+00 1.021543943353810623e-02 6.864775299336712067e+01
3.360000000000000139e-03 8.500000000000000000e+00 1.032882165844174402e-02 6.940968154474369101e+01
3.360000000000000139e-03 9.000000000000000000e+00 1.042841794751939513e-02 7.007896860732054733e+01
3.360000000000000139e-03 9.500000000000000000e+00 1.051577928448983040e-02 7.066603679176108699e+01
3.360000000000000139e-03 1.000000000000000000e+01 1.059223241731220046e-02 7.117980184433159252e+01
3.440000000000000349e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.440000000000000349e-03 5.000000000000000000e-01 2.861452909293343318e-03 1.968679601593772333e+01
3.440000000000000349e-03 1.000000000000000000e+00 4.437916620881584076e-03 3.053286635166540108e+01
3.440000000000000349e-03 1.500000000000000222e+00 5.550767174143039252e-03 3.818927815810342707e+01
3.440000000000000349e-03 2.000000000000000000e+00 6.401006786663298621e-03 4.403892669224522649e+01
3.440000000000000349e-03 2.500000000000000000e+00 7.078797483232695566e-03 4.870212668464310468e+01
3.440000000000000349e-03 3.000000000000000444e+00 7.633942743594896059e-03 5.252152607593263411e+01
3.440000000000000349e-03 3.500000000000000000e+00 8.097259323945950674e-03 5.570914414874603438e+01
3.440000000000000349e-03 4.000000000000000000e+00 8.489280330646600467e-03 5.840624867484850569e+01
3.440000000000000349e-03 4.500000000000000000e+00 8.824426186484161244e-03 6.071205216301444807e+01
3.440000000000000349e-03 5.000000000000000000e+00 9.113233010651821536e-03 6.269904311329010937e+01
3.440000000000000349e-03 5.500000000000000000e+00 9.363640642141703857e-03 6.442184761792229608e+01
3.440000000000000349e-03 6.000000000000000888e+00 9.581783186837573157e-03 6.592266832543269572e+01
3.440000000000000349e-03 6.500000000000000888e+00 9.772497819299463123e-03 6.723478499676139108e+01
3.440000000000000349e-03 7.000000000000000000e+00 9.939665131134214904e-03 6.838489610219711778e+01
3.440000000000000349e-03 7.500000000000000000e+00 1.008644420594069328e-02 6.939473613686020315e+01
3.440000000000000349e-03 8.000000000000000000e+00 1.021543943353814612e-02 7.028222330275613672e+01
3.440000000000000349e-03 8.500000000000000000e+00 1.032882165844188106e-02 7.106229301008515620e+01
3.440000000000000349e-03 9.000000000000000000e+00 1.042841794751947840e-02 7.174751547893431791e+01
3.440000000000000349e-03 9.500000000000000000e+00 1.051577928448968642e-02 7.234856147726731024e+01
3.440000000000000349e-03 1.000000000000000000e+01 1.059223241731222995e-02 7.287455903109973576e+01
3.520000000000000125e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.520000000000000125e-03 5.000000000000000000e-01 2.861452909293319032e-03 2.014462848142417428e+01
3.520000000000000125e-03 1.000000000000000000e+00 4.437916620881805253e-03 3.124293301100762932e+01
3.520000000000000125e-03 1.500000000000000222e+00 5.550767174143057467e-03 3.907740090596661986e+01
3.520000000000000125e-03 2.000000000000000000e+00 6.401006786663217089e-03 4.506308777810566824e+01
3.520000000000000125e-03 2.500000000000000000e+00 7.078797483232802251e-03 4.983473428195848953e+01
3.520000000000000125e-03 3.000000000000000444e+00 7.633942743596201438e-03 5.374295691491434468e+01
3.520000000000000125e-03 3.500000000000000000e+00 8.097259323945839651e-03 5.700470564056966793e+01
3.520000000000000125e-03 4.000000000000000000e+00 8.489280330646593528e-03 5.976453352775010330e+01
3.520000000000000125e-03 4.500000000000000000e+00 8.824426186484430126e-03 6.212396035284312035e+01
3.520000000000000125e-03 5.000000000000000000e+00 9.113233010651977661e-03 6.415716039498420287e+01
3.520000000000000125e-03 5.500000000000000000e+00 9.363640642141674367e-03 6.592003012068082057e+01
3.520000000000000125e-03 6.000000000000000888e+00 9.581783186837401420e-03 6.745575363533568236e+01
3.520000000000000125e-03 6.500000000000000888e+00 9.772497819299230670e-03 6.879838464785709107e+01
3.520000000000000125e-03 7.000000000000000000e+00 9.939665131134211434e-03 6.997524252316810589e+01
3.520000000000000125e-03 7.500000000000000000e+00 1.008644420594052848e-02 7.100856720983206571e+01
3.520000000000000125e-03 8.000000000000000000e+00 1.021543943353805245e-02 7.191669361211738476e+01
3.520000000000000125e-03 8.500000000000000000e+00 1.032882165844173708e-02 7.271490447541273738e+01
3.520000000000000125e-03 9.000000000000000000e+00 1.042841794751949921e-02 7.341606235052033469e+01
3.520000000000000125e-03 9.500000000000000000e+00 1.051577928448985295e-02 7.403108616280130150e+01
3.520000000000000125e-03 1.000000000000000000e+01 1.059223241731230628e-02 7.456931621786789322e+01
3.600000000000000335e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000335e-03 5.000000000000000000e-01 2.861452909293286072e-03 2.060246094691105512e+01
3.600000000000000335e-03 1.000000000000000000e+00 4.437916620881501677e-03 3.195299967034649669e+01
3.600000000000000335e-03 1.500000000000000222e+00 5.550767174143112111e-03 3.996552365383067951e+01
3.600000000000000335e-03 2.000000000000000000e+00 6.401006786663151170e-03 4.608724886397651233e+01
3.600000000000000335e-03 2.500000000000000000e+00 7.078797483232221119e-03 5.096734187927214066e+01
3.600000000000000335e-03 3.000000000000000444e+00 7.633942743594583809e-03 5.496438775387871090e+01
3.600000000000000335e-03 3.500000000000000000e+00 8.097259323945707812e-03 5.830026713241065295e+01
3.600000000000000335e-03 4.000000000000000000e+00 8.489280330646461689e-03 6.112281838065170092e+01
3.600000000000000335e-03 4.500000000000000000e+00 8.824426186484627885e-03 6.353586854269261153e+01
3.600000000000000335e-03 5.000000000000000000e+00 9.113233010652071336e-03 6.561527767669217326e+01
3.600000000000000335e-03 5.500000000000000000e+00 9.363640642141611917e-03 6.741821262342546106e+01
3.600000000000000335e-03 6.000000000000000888e+00 9.581783186837201927e-03 6.898883894522478499e+01
3.600000000000000335e-03 6.500000000000000888e+00 9.772497819299648739e-03 7.036198429895279105e+01
3.600000000000000335e-03 7.000000000000000000e+00 9.939665131134195822e-03 7.156558894415299221e+01
3.600000000000000335e-03 7.500000000000000000e+00 1.008644420594066032e-02 7.262239828276229048e+01
3.600000000000000335e-03 8.000000000000000000e+00 1.021543943353802816e-02 7.355116392145089321e+01
3.600000000000000335e-03 8.500000000000000000e+00 1.032882165844190708e-02 7.436751594078194216e+01
3.600000000000000335e-03 9.000000000000000000e+00 1.042841794751955126e-02 7.508460922214798927e+01
3.600000000000000335e-03 9.500000000000000000e+00 1.051577928448980612e-02 7.571361084832139454e+01
3.600000000000000335e-03 1.000000000000000000e+01 1.059223241731221433e-02 7.626407340463603646e+01
3.680000000000000111e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.680000000000000111e-03 5.000000000000000000e-01 2.861452909293378880e-03 2.106029341239923980e+01
3.680000000000000111e-03 1.000000000000000000e+00 4.437916620880690693e-03 3.266306632968173318e+01
3.680000000000000111e-03 1.500000000000000222e+00 5.550767174143125121e-03 4.085364640169300543e+01
3.680000000000000111e-03 2.000000000000000000e+00 6.401006786663170252e-03 4.711140994983868779e+01
3.680000000000000111e-03 2.500000000000000000e+00 7.078797483232309590e-03 5.209994947659272668e+01
3.680000000000000111e-03 3.000000000000000444e+00 7.633942743595242136e-03 5.618581859286042857e+01
3.680000000000000111e-03 3.500000000000000000e+00 8.097259323945721690e-03 5.959582862424470306e+01
3.680000000000000111e-03 4.000000000000000000e+00 8.489280330646333320e-03 6.248110323355676599e+01
3.680000000000000111e-03 4.500000000000000000e+00 8.824426186484640028e-03 6.494777673252821160e+01
3.680000000000000111e-03 5.000000000000000000e+00 9.113233010651946436e-03 6.707339495841402766e+01
3.680000000000000111e-03 5.500000000000000000e+00 9.363640642141693449e-03 6.891639512615621754e+01
3.680000000000000111e-03 6.000000000000000888e+00 9.581783186837392746e-03 7.052192425511388763e+01
3.680000000000000111e-03 6.500000000000000888e+00 9.772497819299246283e-03 7.192558395004155614e+01
3.680000000000000111e-03 7.000000000000000000e+00 9.939665131134041431e-03 7.315593536515174833e+01
3.680000000000000111e-03 7.500000000000000000e+00 1.008644420594067767e-02 7.423622935570639925e+01
3.680000000000000111e-03 8.000000000000000000e+00 1.021543943353801949e-02 7.518563423083990926e+01
3.680000000000000111e-03 8.500000000000000000e+00 1.032882165844165034e-02 7.602012740610952335e+01
3.680000000000000111e-03 9.000000000000000000e+00 1.042841794751959116e-02 7.675315609373400605e+01
3.680000000000000111e-03 9.500000000000000000e+00 1.051577928448981306e-02 7.739613553382763200e+01
3.680000000000000111e-03 1.000000000000000000e+01 1.059223241731203045e-02 7.795883059140417970e+01
3.760000000000000321e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.760000000000000321e-03 5.000000000000000000e-01 2.861452909293302985e-03 2.151812587788569076e+01
3.760000000000000321e-03 1.000000000000000000e+00 4.437916620881690762e-03 3.337313298903052328e+01
3.760000000000000321e-03 1.500000000000000222e+00 5.550767174143053130e-03 4.174176914955619822e+01
3.760000000000000321e-03 2.000000000000000000e+00 6.401006786663301223e-03 4.813557103570606444e+01
3.760000000000000321e-03 2.500000000000000000e+00 7.078797483232416275e-03 5.323255707390985236e+01
3.760000000000000321e-03 3.000000000000000444e+00 7.633942743595117236e-03 5.740724943183867168e+01
3.760000000000000321e-03 3.500000000000000000e+00 8.097259323945817100e-03 6.089139011607181118e+01
3.760000000000000321e-03 4.000000000000000000e+00 8.489280330646534548e-03 6.383938808645836360e+01
3.760000000000000321e-03 4.500000000000000000e+00 8.824426186484551557e-03 6.635968492234994187e+01
3.760000000000000321e-03 5.000000000000000000e+00 9.113233010651705310e-03 6.853151224010117915e+01
3.760000000000000321e-03 5.500000000000000000e+00 9.363640642141651815e-03 7.041457762891472782e+01
3.760000000000000321e-03 6.000000000000000888e+00 9.581783186837347643e-03 7.205500956502380916e+01
3.760000000000000321e-03 6.500000000000000888e+00 9.772497819299463123e-03 7.348918360111645143e+01
3.760000000000000321e-03 7.000000000000000000e+00 9.939665131134043166e-03 7.474628178609499685e+01
3.760000000000000321e-03 7.500000000000000000e+00 1.008644420594066032e-02 7.585006042867826181e+01
3.760000000000000321e-03 8.000000000000000000e+00 1.021543943353786163e-02 7.682010454021504131e+01
3.760000000000000321e-03 8.500000000000000000e+00 1.032882165844166075e-02 7.767273887146485833e+01
3.760000000000000321e-03 9.000000000000000000e+00 1.042841794751962238e-02 7.842170296534777663e+01
3.760000000000000321e-03 9.500000000000000000e+00 1.051577928448983040e-02 7.907866021936160905e+01
3.760000000000000321e-03 1.000000000000000000e+01 1.059223241731227332e-02 7.965358777814456914e+01
3.840000000000000531e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.840000000000000531e-03 5.000000000000000000e-01 2.861452909293311659e-03 2.197595834337257514e+01
3.840000000000000531e-03 1.000000000000000000e+00 4.437916620881579739e-03 3.408319964837011895e+01
3.840000000000000531e-03 1.500000000000000222e+00 5.550767174143109509e-03 4.262989189741939100e+01
3.840000000000000531e-03 2.000000000000000000e+00 6.401006786663359337e-03 4.915973212157344108e+01
3.840000000000000531e-03 2.500000000000000000e+00 7.078797483232167342e-03 5.436516467122176266e+01
3.840000000000000531e-03 3.000000000000000444e+00 7.633942743595232595e-03 5.862868027081344025e+01
3.840000000000000531e-03 3.500000000000000000e+00 8.097259323945853529e-03 6.218695160790238674e+01
3.840000000000000531e-03 4.000000000000000000e+00 8.489280330646610875e-03 6.519767293936689612e+01
3.840000000000000531e-03 4.500000000000000000e+00 8.824426186484437065e-03 6.777159311220637505e+01
3.840000000000000531e-03 5.000000000000000000e+00 9.113233010651655003e-03 6.998962952180221464e+01
3.840000000000000531e-03 5.500000000000000000e+00 9.363640642141580692e-03 7.191276013163854941e+01
3.840000000000000531e-03 6.000000000000000888e+00 9.581783186837528055e-03 7.358809487490597689e+01
3.840000000000000531e-03 6.500000000000000888e+00 9.772497819299407612e-03 7.505278325222603542e+01
3.840000000000000531e-03 7.000000000000000000e+00 9.939665131134216638e-03 7.633662820712150676e+01
3.840000000000000531e-03 7.500000000000000000e+00 1.008644420594048859e-02 7.746389150162235637e+01
3.840000000000000531e-03 8.000000000000000000e+00 1.021543943353799867e-02 7.845457484956241956e+01
3.840000000000000531e-03 8.500000000000000000e+00 1.032882165844184116e-02 7.932535033684796133e+01
3.840000000000000531e-03 9.000000000000000000e+00 1.042841794751960850e-02 8.009024983694767741e+01
3.840000000000000531e-03 9.500000000000000000e+00 1.051577928448978010e-02 8.076118490488171631e+01
3.840000000000000531e-03 1.000000000000000000e+01 1.059223241731226811e-02 8.134834496496823419e+01
3.920000000000000741e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.920000000000000741e-03 5.000000000000000000e-01 2.861452909293273061e-03 2.243379080885902255e+01
3.920000000000000741e-03 1.000000000000000000e+00 4.437916620882315262e-03 3.479326630771684847e+01
3.920000000000000741e-03 1.500000000000000222e+00 5.550767174143093029e-03 4.351801464528258379e+01
3.920000000000000741e-03 2.000000000000000000e+00 6.401006786663269998e-03 5.018389320743908399e+01
3.920000000000000741e-03 2.500000000000000000e+00 7.078797483231822132e-03 5.549777226854062206e+01
3.920000000000000741e-03 3.000000000000000444e+00 7.633942743595439895e-03 5.985011110978474846e+01
3.920000000000000741e-03 3.500000000000000000e+00 8.097259323945792814e-03 6.348251309973296230e+01
3.920000000000000741e-03 4.000000000000000000e+00 8.489280330646409647e-03 6.655595779226503339e+01
3.920000000000000741e-03 4.500000000000000000e+00 8.824426186484617476e-03 6.918350130203504023e+01
3.920000000000000741e-03 5.000000000000000000e+00 9.113233010652106031e-03 7.144774680350323592e+01
3.920000000000000741e-03 5.500000000000000000e+00 9.363640642141700388e-03 7.341094263437625500e+01
3.920000000000000741e-03 6.000000000000000888e+00 9.581783186837599178e-03 7.512118018480201442e+01
3.920000000000000741e-03 6.500000000000000888e+00 9.772497819299542920e-03 7.661638290330785139e+01
3.920000000000000741e-03 7.000000000000000000e+00 9.939665131134287762e-03 7.792697462809250908e+01
3.920000000000000741e-03 7.500000000000000000e+00 1.008644420594064124e-02 7.907772257458034915e+01
3.920000000000000741e-03 8.000000000000000000e+00 1.021543943353802643e-02 8.008904515892368181e+01
3.920000000000000741e-03 8.500000000000000000e+00 1.032882165844189321e-02 8.097796180217554252e+01
3.920000000000000741e-03 9.000000000000000000e+00 1.042841794751961891e-02 8.175879670853369419e+01
3.920000000000000741e-03 9.500000000000000000e+00 1.051577928448982346e-02 8.244370959041569336e+01
3.920000000000000741e-03 1.000000000000000000e+01 1.059223241731222301e-02 8.304310215172250764e+01
4.000000000000000083e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000083e-03 5.000000000000000000e-01 2.861452909293295613e-03 2.289162327434677380e+01
4.000000000000000083e-03 1.000000000000000000e+00 4.437916620881352490e-03 3.550333296705037611e+01
4.000000000000000083e-03 1.500000000000000222e+00 5.550767174143094763e-03 4.440613739314490971e+01
4.000000000000000083e-03 2.000000000000000000e+00 6.401006786663165915e-03 5.120805429330473402e+01
4.000000000000000083e-03 2.500000000000000000e+00 7.078797483232189026e-03 5.663037986586120809e+01
4.000000000000000083e-03 3.000000000000000444e+00 7.633942743594165740e-03 6.107154194875604958e+01
4.000000000000000083e-03 3.500000000000000000e+00 8.097259323945725160e-03 6.477807459156353787e+01
4.000000000000000083e-03 4.000000000000000000e+00 8.489280330646335054e-03 6.791424264516662390e+01
4.000000000000000083e-03 4.500000000000000000e+00 8.824426186484471760e-03 7.059540949188452430e+01
4.000000000000000083e-03 5.000000000000000000e+00 9.113233010651906538e-03 7.290586408521122053e+01
4.000000000000000083e-03 5.500000000000000000e+00 9.363640642141559875e-03 7.490912513713476528e+01
4.000000000000000083e-03 6.000000000000000888e+00 9.581783186837458666e-03 7.665426549470500106e+01
4.000000000000000083e-03 6.500000000000000888e+00 9.772497819299280977e-03 7.817998255436886268e+01
4.000000000000000083e-03 7.000000000000000000e+00 9.939665131134100412e-03 7.951732104907738119e+01
4.000000000000000083e-03 7.500000000000000000e+00 1.008644420594086155e-02 8.069155364751057391e+01
4.000000000000000083e-03 8.000000000000000000e+00 1.021543943353793796e-02 8.172351546829881386e+01
4.000000000000000083e-03 8.500000000000000000e+00 1.032882165844153238e-02 8.263057326750310949e+01
4.000000000000000083e-03 9.000000000000000000e+00 1.042841794751955820e-02 8.342734358017523277e+01
4.000000000000000083e-03 9.500000000000000000e+00 1.051577928448985122e-02 8.412623427592191661e+01
4.000000000000000083e-03 1.000000000000000000e+01 1.059223241731208250e-02 8.473785933850453489e+01
