# Energy    MatrixElement
-3.3868592838e-01 3.7466143678e-31
-3.3820757901e-01 9.6934106198e-31
-3.3693421690e-01 8.5295278593e-08
-3.3637714583e-01 1.2041980961e-06
-3.3634287792e-01 1.3251203730e-28
-3.3611377983e-01 2.6561584269e-06
-3.3586779100e-01 1.3272830643e-06
-3.3480180213e-01 1.6114884153e-08
-3.3475954825e-01 1.1370596903e-29
-3.3259691963e-01 1.2897107347e-05
-3.3245168791e-01 1.1737580816e-29
-3.3216245494e-01 1.0090627781e-07
-3.3168353250e-01 2.7080068075e-30
-3.3077889370e-01 2.8713558482e-09
-3.2994084302e-01 4.6184288667e-07
-3.2887550887e-01 3.8779196692e-06
-3.2767477681e-01 5.6214774177e-07
-3.2762538047e-01 2.3536304114e-28
-3.2740696638e-01 3.2403934813e-30
-3.2650092121e-01 3.3715062531e-06
-3.2635403344e-01 3.1754023745e-29
-3.2584074036e-01 8.1866973731e-31
-3.2516544597e-01 3.3987612325e-07
-3.2466521233e-01 7.9284709022e-30
-3.2441709045e-01 1.2458349433e-06
-3.2210144168e-01 1.2524941192e-07
-3.2126306632e-01 1.2113481626e-29
-3.2098101766e-01 5.8493313802e-06
-3.1892823432e-01 2.8500914318e-30
-3.1849937713e-01 2.8543782272e-06
-3.1839834892e-01 6.5876348433e-08
-3.1780136117e-01 6.7792921045e-30
-3.1715362485e-01 6.7994457101e-31
-3.1658590957e-01 2.5883789406e-29
-3.1643071368e-01 8.0848388619e-30
-3.1638547752e-01 6.3593525999e-08
-3.1637527012e-01 3.7092482582e-07
-3.1474656779e-01 4.5918760411e-06
-3.1444806063e-01 2.6083705471e-06
-3.1311791912e-01 3.5812689155e-30
-3.1293315937e-01 3.4379541633e-30
-3.1250706861e-01 5.7126349091e-30
-3.1243530096e-01 1.9629227897e-29
-3.1079016144e-01 5.1406752832e-30
-3.1020233639e-01 1.0550880296e-29
-3.0998191818e-01 2.8567411369e-06
-3.0996708243e-01 3.5945498540e-28
-3.0990976090e-01 9.6685852779e-07
-3.0906212507e-01 1.4706851186e-30
-3.0893736948e-01 8.0639995113e-09
-3.0884246910e-01 1.4497670038e-30
-3.0788678878e-01 3.1251344323e-30
-3.0602345137e-01 9.9593421016e-05
-3.0591237572e-01 8.1881459258e-29
-3.0468232295e-01 6.9159880975e-30
-3.0452058268e-01 3.8138272490e-05
