# Energy    MatrixElement
-1.4503657866e-01 1.1208248981e-28
-1.4469016146e-01 2.9046877319e-28
-1.4403537564e-01 1.3645398398e-06
-1.4125804149e-01 2.5321852138e-26
-1.4039923077e-01 1.0244085374e-01
-1.3836745327e-01 1.2869436464e-03
-1.3755761973e-01 5.6113929262e-04
-1.3735222833e-01 3.2902337437e-28
-1.3609552310e-01 1.7642964088e-27
-1.3579458696e-01 2.4108644564e-03
-1.3543504933e-01 3.1710514270e-03
-1.3432416490e-01 2.1884378037e-29
-1.3389767023e-01 6.6449470374e-30
-1.3246028042e-01 1.4510705423e-28
-1.3153954996e-01 3.5946498725e-04
-1.3040466704e-01 5.4772160378e-29
-1.3001685201e-01 1.4297138615e-29
-1.2903793332e-01 1.4305399345e-29
-1.2757923238e-01 2.1880482586e-05
-1.2660546574e-01 2.9851756612e-29
-1.2623853287e-01 1.4604539360e-04
-1.2375121998e-01 3.3643890096e-06
-1.2116960311e-01 2.3312904515e-05
-1.2049423242e-01 2.6815456662e-30
-1.1922697118e-01 4.0981732398e-29
-1.1915996268e-01 4.6672957473e-07
-1.1840340759e-01 2.7826366575e-30
-1.1708205436e-01 7.4291319955e-07
-1.1623657728e-01 2.7165852266e-05
-1.1508891551e-01 1.9141520200e-27
-1.1497820777e-01 4.1314660413e-05
-1.1409580563e-01 7.1661587580e-04
-1.1213359843e-01 7.8570747094e-06
-1.1101617149e-01 9.5703531572e-31
-1.0934311010e-01 5.9421669843e-30
-1.0704346304e-01 7.8681153689e-31
-1.0568006967e-01 7.7814593515e-31
-1.0417430588e-01 1.7704144415e-05
-1.0340227768e-01 6.2259460466e-30
-1.0200611407e-01 1.7378280745e-05
-1.0163394732e-01 9.6573806690e-07
-1.0117674047e-01 3.9809515519e-30
-9.9585210702e-02 2.0013999224e-04
-9.8888525033e-02 5.8919556826e-29
-9.7139460475e-02 6.2718627190e-31
-9.5763369050e-02 1.7467041717e-28
-9.5482364018e-02 1.4403195439e-05
-9.3888607342e-02 8.1263658569e-05
-9.1067184609e-02 1.6650552364e-08
-9.0825394974e-02 1.3457015182e-05
-8.8372570302e-02 2.0708050227e-30
-8.6143458763e-02 1.0728960740e-30
